 Reading in ../all_reals.csv
 length of input table       183603 x          40
 length of work table       367206 x          22
 Reading in ../df08_plantList.csv
 length of input table          802 x          11
 Coverting inputs to radians
 Will now do search through the input table to find linkable sources
  KBO_ID   N_OBS    RATE   ANGLE   STDEV    NCOR   RRATE  RANGLE    RMAG
   72131      38    1.32  145.17    0.16       1    2.24    3.84   24.40
    7907     554    2.63 -170.77    0.08       1    2.44    8.13   23.21
    7907       5    3.91  111.75    0.40       2    2.44    8.13   23.21
    7907      33    5.62 -114.55    0.91       2    2.44    8.13   23.21
   12311       9    3.19 -120.21    0.69       1    2.95    8.77   26.18
   90863     136    2.81 -168.06    0.60       1    2.96    5.24   25.31
   47426     239    2.72 -176.77    0.18       1    2.67    6.46   23.38
   47426     216    3.51 -170.87    0.37       1    2.67    6.46   23.38
   90863      39    6.24  -12.54    0.63       3    2.96    5.24   25.31
   14828      44    1.84  171.62    0.13       1    2.94    7.33   22.11
   90863      27    2.83  168.29    0.63       1    2.96    5.24   25.31
   90863       5   10.96   46.53    0.73       1    2.96    5.24   25.31
   90863       5    1.77   85.87    0.96       1    2.96    5.24   25.31
   14828      19   13.25  -28.54    0.76       3    2.94    7.33   22.11
   90863      31    0.56 -156.63    0.76       1    2.96    5.24   25.31
   47426     206    5.10 -179.56    0.37       1    2.67    6.46   23.38
   51128      32    6.32   -9.96    0.60       3    2.84    7.28   26.72
   51128      14    6.51  -15.03    0.89       3    2.84    7.28   26.72
   50616      39   11.95 -175.73    0.37       1    2.95    7.01   24.65
   50616     242    3.58 -143.67    0.46       1    2.95    7.01   24.65
   50616      96    4.91  -72.37    0.60       3    2.95    7.01   24.65
   50616      30   29.46  161.40    1.00       3    2.95    7.01   24.65
   50616      31    4.57 -102.70    0.92       1    2.95    7.01   24.65
     702      56    0.70  -23.68    0.17       1    2.69    8.01   24.17
   50616      31    3.42 -105.53    0.99       1    2.95    7.01   24.65
   50616      30    1.90 -158.57    0.12       1    2.95    7.01   24.65
     702      19   32.42  159.99    0.73       3    2.69    8.01   24.17
   50616      17    3.68  -70.98    0.42       1    2.95    7.01   24.65
     702      21   24.47  159.19    0.44       3    2.69    8.01   24.17
   50616      35    2.95 -108.48    0.50       1    2.95    7.01   24.65
     702      20    1.60   -5.39    0.10       1    2.69    8.01   24.17
   50616      86    2.29 -123.63    0.68       1    2.95    7.01   24.65
   50616      66    2.12 -156.29    0.55       1    2.95    7.01   24.65
     702      55   10.42  -35.18    0.50       1    2.69    8.01   24.17
   50616     127    2.87 -173.06    0.34       1    2.95    7.01   24.65
     702      60    0.30    4.84    0.15       1    2.69    8.01   24.17
   50616      25    5.14 -161.67    0.97       1    2.95    7.01   24.65
   50616       7   10.53  131.78    0.51       1    2.95    7.01   24.65
   50616       7    5.28 -175.73    0.64       1    2.95    7.01   24.65
   50616      24    6.04 -135.45    0.44       1    2.95    7.01   24.65
   10838      33   49.12  178.71    0.72       3    3.21    3.75   22.77
   50616       6    6.45   22.53    0.73       1    2.95    7.01   24.65
   50616       6    8.23  -25.09    0.85       1    2.95    7.01   24.65
   50616      24    9.19  124.76    0.38       2    2.95    7.01   24.65
     702     223    6.67  159.53    0.53       1    2.69    8.01   24.17
     702      67   11.37  143.36    0.42       3    2.69    8.01   24.17
     702     162    3.19 -172.31    0.12       1    2.69    8.01   24.17
     702     139    7.89  156.95    0.35       3    2.69    8.01   24.17
   85544      42   10.71  102.07    0.83       1    0.13    6.81   23.71
   81439     103   14.06  -52.90    0.79       3    0.13    6.81   23.97
   34201     257    7.16  -92.74    0.89       1    2.80    7.39   22.55
   34201     296    5.77 -100.65    0.83       1    2.80    7.39   22.55
   67997     177    1.06  171.08    0.22       1    1.62    8.51   23.77
   67997     264    5.94 -102.73    0.67       3    1.62    8.51   23.77
   67997     142   17.85  -79.42    0.99       3    1.62    8.51   23.77
   87386     629    1.22 -169.93    0.09       1    1.16    8.21   22.46
   87386       6    1.98 -122.56    0.38       1    1.16    8.21   22.46
   28025      16    3.55 -179.15    0.61       1    2.95    7.30   25.37
   28025       4    6.52 -115.69    0.55       1    2.95    7.30   25.37
   28025       7    3.79  111.21    0.58       2    2.95    7.30   25.37
    6538       5    3.11   64.55    0.68       1    2.62    8.23   26.19
    6538       4    2.49   60.62    0.37       3    2.62    8.23   26.19
   18931      36    2.21  141.61    0.92       1    2.55    9.83   23.91
   18931       7    9.72  -55.30    0.35       1    2.55    9.83   23.91
   88702       7    1.92   12.58    0.82       1    2.94    7.04   26.37
   18931      39    6.78  115.70    0.55       3    2.55    9.83   23.91
   18931      25    5.00  135.32    0.69       1    2.55    9.83   23.91
   97692      66    1.35 -158.29    0.24       2    2.82    7.02   25.44
   97692      20    9.52  141.94    0.36       1    2.82    7.02   25.44
   97692      20    4.50   65.62    0.44       1    2.82    7.02   25.44
   97692       4    3.00 -138.63    0.24       1    2.82    7.02   25.44
   97692       4    8.98  145.53    0.08       1    2.82    7.02   25.44
   18931       6    9.35   98.81    0.37       3    2.55    9.83   23.91
    6010    1259    3.17 -172.87    0.11       1    2.93    7.66   23.88
    6010      48    7.75  -77.83    0.77       2    2.93    7.66   23.88
   79272      53    6.46  -88.32    0.74       1    0.46    7.43   24.93
   79272      26   10.10  -77.01    0.88       1    0.46    7.43   24.93
   79272       9    1.71  -43.69    0.68       1    0.46    7.43   24.93
    6010       4    1.94  140.26    0.60       1    2.93    7.66   23.88
   79272       8    8.54  -35.61    0.20       1    0.46    7.43   24.93
   12032     432    2.99 -175.13    0.39       1    2.85    7.25   24.33
   12032      81   10.46  106.67    0.38       2    2.85    7.25   24.33
   81972      63   18.24   93.10    0.88       1    0.56    7.66   23.41
   12032      14    4.04  173.55    0.79       1    2.85    7.25   24.33
   12032      70   18.24   93.59    0.49       2    2.85    7.25   24.33
   12032       5    2.30  160.55    0.90       1    2.85    7.25   24.33
   41089     704    2.85 -172.31    0.15       1    2.67    9.06   24.35
   41089      13    5.57 -167.95    0.13       1    2.67    9.06   24.35
   41089       8    5.90  128.97    0.53       1    2.67    9.06   24.35
   41089       9    3.79 -170.22    0.30       1    2.67    9.06   24.35
   85750      38    0.38 -170.93    0.17       1    0.34    7.65   22.95
   14137      32    6.34  -43.60    0.56       2    2.97    7.83   22.52
   85750      16    9.93   78.17    0.27       1    0.34    7.65   22.95
   85750      10   13.62 -171.73    0.38       1    0.34    7.65   22.95
   27923      46    6.24   34.78    0.27       3    2.98    7.51   23.09
   85750      16   10.84   81.42    0.55       2    0.34    7.65   22.95
   85750       8   13.85  145.27    0.30       1    0.34    7.65   22.95
   24306       5    5.69   18.95    0.82       1    2.97    7.54   26.11
   24306       4    4.71  141.25    0.50       1    2.97    7.54   26.11
   24306       4    1.99 -117.75    0.72       1    2.97    7.54   26.11
   67938     503    2.03 -173.58    0.10       1    1.76    8.31   22.14
   67938       5    1.05 -155.59    0.02       1    1.76    8.31   22.14
   67938      31    0.42 -137.90    0.09       1    1.76    8.31   22.14
   57989       5    1.17 -130.33    0.61       1    3.00    6.02   26.93
   57989       6    7.42  156.03    0.61       2    3.00    6.02   26.93
   57989       4    7.95   38.37    0.96       1    3.00    6.02   26.93
   72131     193    2.73 -170.97    0.13       1    2.24    3.84   24.40
   48512      24   24.13  -58.26    0.83       3    2.86    6.02   24.10
   19191      98   13.73  -16.10    0.94       2    2.76    7.50   25.72
   91953      64   13.24   -9.54    0.68       2    2.88    6.58   23.07
   91953     175    1.56  125.50    0.71       1    2.88    6.58   23.07
   19191       9    4.76  107.55    0.70       1    2.76    7.50   25.72
   19191       6    8.01  129.69    0.81       1    2.76    7.50   25.72
   84324     360    0.55 -137.51    0.51       1    0.73    8.23   22.81
   19191      11    4.94  113.25    0.45       1    2.76    7.50   25.72
   19191       6    6.60 -108.59    0.67       1    2.76    7.50   25.72
   19191       9    2.48 -179.63    0.60       1    2.76    7.50   25.72
   48512      47   27.84  -90.95    0.99       4    2.86    6.02   24.10
   19191      40   18.45  114.48    0.48       2    2.76    7.50   25.72
   14828      21    5.98   -6.03    0.90       2    2.94    7.33   22.11
   58857      29    6.58  -80.58    0.95       1    3.00    8.33   26.04
   58857      25    6.92  -48.11    0.47       2    3.00    8.33   26.04
   58857      43    8.24  -62.20    0.84       3    3.00    8.33   26.04
   58857      44    3.89  -30.04    0.68       2    3.00    8.33   26.04
   58857      17    4.97  -30.60    0.97       2    3.00    8.33   26.04
   14828      24    3.25 -174.27    0.23       1    2.94    7.33   22.11
   90863      18    0.23   61.62    0.19       1    2.96    5.24   25.31
   47426      34    8.78  109.37    0.91       3    2.67    6.46   23.38
   14828       4   10.63  164.49    0.86       2    2.94    7.33   22.11
   14828      13   17.19   36.14    0.37       2    2.94    7.33   22.11
   47426     176    2.77 -172.77    0.41       1    2.67    6.46   23.38
   47426      37    1.65 -142.44    0.57       1    2.67    6.46   23.38
   69564     468    2.93 -168.31    0.25       1    2.76    9.70   23.96
   69564      19    4.88 -148.15    0.97       1    2.76    9.70   23.96
   69564      16    5.41 -158.76    0.89       1    2.76    9.70   23.96
   69564      11    9.85 -151.22    0.20       1    2.76    9.70   23.96
   69564      18    3.56 -143.98    0.33       1    2.76    9.70   23.96
   69564       7    7.75 -156.54    0.50       1    2.76    9.70   23.96
   69564       6    7.15 -139.43    0.65       1    2.76    9.70   23.96
   69564       5   11.39  108.90    0.50       3    2.76    9.70   23.96
     702     184    2.94 -177.46    0.14       1    2.69    8.01   24.17
   85544      16    0.95  -88.95    0.71       1    0.13    6.81   23.71
   85544      17    0.09  174.29    0.18       1    0.13    6.81   23.71
   85544       7    6.36  -33.16    0.69       1    0.13    6.81   23.71
   85544       4   11.67 -100.24    1.00       1    0.13    6.81   23.71
   85544       5    5.59  117.29    0.86       1    0.13    6.81   23.71
   85544       5    2.53  109.30    0.87       1    0.13    6.81   23.71
   85544      44   11.59   -9.08    0.33       2    0.13    6.81   23.71
   85544       5    4.70  107.37    0.81       1    0.13    6.81   23.71
   67997     322    3.98  -95.27    0.39       3    1.62    8.51   23.77
   34201     415    2.89 -171.53    0.09       1    2.80    7.39   22.55
   67997     594    1.65 -170.44    0.14       1    1.62    8.51   23.77
   34201     127    9.25   27.40    0.74       1    2.80    7.39   22.55
   67997      42    0.75   57.47    0.97       1    1.62    8.51   23.77
   67997       7   11.40   11.46    0.49       1    1.62    8.51   23.77
   67997       6    1.83   16.54    0.85       1    1.62    8.51   23.77
   67997       4    2.96   33.78    0.90       1    1.62    8.51   23.77
   67997       7    3.34   37.95    0.42       1    1.62    8.51   23.77
   67997      75    0.90 -160.76    0.09       1    1.62    8.51   23.77
   67997      12    1.13  173.16    0.16       1    1.62    8.51   23.77
   67997      67   12.60  132.55    0.30       3    1.62    8.51   23.77
   34201     379    2.98 -176.19    0.08       1    2.80    7.39   22.55
   63039     224    5.13  -34.32    0.56       3    1.92    6.27   22.89
   62556     419    1.86 -170.51    0.08       1    1.75    5.90   22.22
   62556     216    2.31 -169.85    0.25       1    1.75    5.90   22.22
   62556     169    3.10  -87.31    0.27       1    1.75    5.90   22.22
   97905       9    2.61 -130.67    0.16       1    2.97    7.55   22.15
   17814       6    1.62 -173.29    0.38       1    2.53    8.88   25.05
   18931       5    4.76   17.03    0.55       1    2.55    9.83   23.91
   79272       8    3.09   60.35    0.88       1    0.46    7.43   24.93
   79272      34    4.42 -107.69    0.91       1    0.46    7.43   24.93
   79272       7    4.40   67.08    0.60       1    0.46    7.43   24.93
   79272       8    1.23  179.24    0.89       1    0.46    7.43   24.93
   79272       6    1.23   65.34    0.67       1    0.46    7.43   24.93
   79272      13    4.60  -67.16    0.97       1    0.46    7.43   24.93
   79272      80    1.71  176.09    0.93       1    0.46    7.43   24.93
   79272      14    1.51 -141.51    0.60       1    0.46    7.43   24.93
   79272       5    4.85  -70.58    0.99       1    0.46    7.43   24.93
   79272      15    2.19    9.11    0.53       1    0.46    7.43   24.93
   79272       6    2.87  -37.52    0.58       1    0.46    7.43   24.93
   79272       8    5.54    8.99    0.39       1    0.46    7.43   24.93
   79272       6   12.02  -46.66    0.86       2    0.46    7.43   24.93
   79272      10    3.12    9.31    0.46       1    0.46    7.43   24.93
   79272       6    9.51  -13.03    0.33       2    0.46    7.43   24.93
   12032      31    5.65 -141.80    0.57       1    2.85    7.25   24.33
   81972     181    0.67 -165.03    0.13       1    0.56    7.66   23.41
   81972     124    0.47 -158.00    0.16       1    0.56    7.66   23.41
   12032       6    5.95 -162.53    0.93       1    2.85    7.25   24.33
   12032       9    3.54 -164.30    0.80       1    2.85    7.25   24.33
   12032       4    0.97 -160.63    0.54       1    2.85    7.25   24.33
   12032       5    7.85  139.66    0.53       1    2.85    7.25   24.33
   12032       6   10.05 -176.33    0.78       1    2.85    7.25   24.33
   12032       6   11.62  -34.46    0.90       2    2.85    7.25   24.33
   81972     544    0.54  179.68    0.22       1    0.56    7.66   23.41
   81972      44    9.23  -73.98    0.69       3    0.56    7.66   23.41
    2198      32    2.46 -174.00    0.12       1    2.68    6.75   22.19
   81972       8    2.33 -168.00    0.51       1    0.56    7.66   23.41
   81972       5   11.06  -55.39    0.57       2    0.56    7.66   23.41
    2198       5   12.29  -29.03    0.33       2    2.68    6.75   22.19
   81972       4    2.94 -179.08    0.25       1    0.56    7.66   23.41
   81972       6    5.20  123.86    0.88       1    0.56    7.66   23.41
    2198     282    2.80 -174.25    0.10       1    2.68    6.75   22.19
    2198       4    8.84  135.60    0.33       1    2.68    6.75   22.19
    2198       4   21.04 -144.49    0.70       3    2.68    6.75   22.19
   84324     395    5.82  -31.08    0.68       3    0.73    8.23   22.81
   84324     441    5.55  -28.84    0.76       3    0.73    8.23   22.81
   84324     127    5.15  -28.20    0.90       3    0.73    8.23   22.81
   84324     210    5.64  -26.77    0.68       3    0.73    8.23   22.81
   25905     235    5.14 -110.09    0.71       2    2.91    7.69   23.81
   84324       6    3.79  164.75    0.84       1    0.73    8.23   22.81
   84324      93    9.86  -38.76    0.46       3    0.73    8.23   22.81
   84324      15    2.70  146.84    0.65       1    0.73    8.23   22.81
   84324       4    1.78  138.24    0.27       1    0.73    8.23   22.81
   84324      10    1.13  178.09    0.02       1    0.73    8.23   22.81
   84324      25    1.08 -169.85    0.05       1    0.73    8.23   22.81
   84324       5    1.07 -165.51    0.06       1    0.73    8.23   22.81
   84324     473    0.74 -178.84    0.08       1    0.73    8.23   22.81
     335    1044    3.09 -171.97    0.22       1    2.86    7.54   22.94
   98767      13    7.51   55.93    0.66       3    2.86    7.84   26.49
     335       4    2.92   64.48    0.70       3    2.86    7.54   22.94
     335       5    6.32 -155.27    0.34       1    2.86    7.54   22.94
   98767      13    1.95   21.64    0.39       3    2.86    7.84   26.49
   98767       8    6.73   98.04    0.97       1    2.86    7.84   26.49
   62845     143    1.71 -160.29    0.20       1    1.87    7.82   23.55
   62845      18    4.16   19.26    0.97       1    1.87    7.82   23.55
   58857      13    5.45  -13.37    0.98       2    3.00    8.33   26.04
   58857       4    4.03  -39.21    0.90       2    3.00    8.33   26.04
   14828      49   10.06   69.67    0.44       2    2.94    7.33   22.11
   51656     237    3.75 -171.61    0.27       1    2.88    7.17   23.99
   51656     135    2.64 -161.64    0.11       1    2.88    7.17   23.99
   51656      89    3.38 -167.47    0.13       1    2.88    7.17   23.99
   51656     304    2.00 -172.54    0.32       1    2.88    7.17   23.99
   51656      17    3.67   53.81    0.85       1    2.88    7.17   23.99
   51656       7    5.42   78.13    0.43       1    2.88    7.17   23.99
   51656      18    4.66   53.61    0.22       1    2.88    7.17   23.99
   51656       8    3.19   42.58    0.46       1    2.88    7.17   23.99
   69564      10   13.87  -86.90    0.70       1    2.76    9.70   23.96
   51656      12    2.87   64.18    0.24       1    2.88    7.17   23.99
   69564       6   15.94 -172.82    0.64       1    2.76    9.70   23.96
   51656      10    3.02   30.05    0.39       1    2.88    7.17   23.99
   51656       4    2.22  -45.10    0.26       1    2.88    7.17   23.99
   51656      10    3.20 -178.45    0.37       1    2.88    7.17   23.99
   69564      31   10.00 -111.81    0.18       3    2.76    9.70   23.96
   51656       6    3.29  -91.81    0.56       1    2.88    7.17   23.99
   51656       7   13.32 -169.72    0.65       1    2.88    7.17   23.99
   51656      31    3.14   47.18    0.47       1    2.88    7.17   23.99
   51656       5    0.35  177.41    0.98       1    2.88    7.17   23.99
   51656       8    4.45 -112.41    0.67       1    2.88    7.17   23.99
   51656       9    6.12  -90.11    0.54       1    2.88    7.17   23.99
   51656      12    8.06  -35.17    0.62       1    2.88    7.17   23.99
   59566      91   12.29  -82.87    0.82       3    2.84    7.28   25.60
   47649      36    3.39 -167.92    0.60       1    2.91    7.11   25.73
   47649      12    6.01 -115.21    0.89       2    2.91    7.11   25.73
   47649       9    2.29 -172.87    0.78       1    2.91    7.11   25.73
   47649      10   14.60  -96.05    0.99       2    2.91    7.11   25.73
   47649       4   10.03  -77.78    0.50       2    2.91    7.11   25.73
   82731      24   10.14 -112.75    0.78       1    0.60    7.13   24.11
   47839     149    2.88 -173.33    0.06       1    2.79    6.47   22.62
   47649       7    2.72 -179.69    0.92       1    2.91    7.11   25.73
   47649       6    7.02  -97.34    0.86       2    2.91    7.11   25.73
   47649      12    0.08   54.54    0.70       1    2.91    7.11   25.73
   47649       6    0.66  -28.39    0.55       1    2.91    7.11   25.73
   36738      43    4.73   85.94    0.86       3    3.04    7.66   22.90
   47649       4   14.77 -134.47    0.71       2    2.91    7.11   25.73
   82731      17   10.83   59.36    0.79       3    0.60    7.13   24.11
   82731      34   12.19   61.19    0.73       1    0.60    7.13   24.11
   82731      47   11.14   66.81    0.98       1    0.60    7.13   24.11
   47839     283    3.09 -177.32    0.11       1    2.79    6.47   22.62
   47839     526    2.96 -174.25    0.09       1    2.79    6.47   22.62
   47839      86    6.61  -36.98    0.46       2    2.79    6.47   22.62
   95376     139   10.78    3.63    0.75       3    2.73    7.58   23.35
   95376      60   10.52    3.99    0.22       3    2.73    7.58   23.35
   95509      21    5.47 -167.68    0.89       1    2.98    7.80   26.02
   95509      15    2.63  178.14    0.93       1    2.98    7.80   26.02
   95509      11    1.60  168.87    0.80       1    2.98    7.80   26.02
   95509       5    4.00 -166.32    0.88       2    2.98    7.80   26.02
   95509       6    2.88 -147.73    0.93       2    2.98    7.80   26.02
   83378     132    9.83   29.24    0.67       3    2.33    9.25   23.67
   83378     183    6.91   37.39    0.91       3    2.33    9.25   23.67
   95509      13    4.14    2.89    0.54       1    2.98    7.80   26.02
   95509       5    0.62 -169.89    0.87       1    2.98    7.80   26.02
   95509       6    3.80  155.65    0.93       1    2.98    7.80   26.02
   95509       4    4.86 -105.69    0.34       1    2.98    7.80   26.02
   95509     123   10.17   21.50    0.68       3    2.98    7.80   26.02
   95509       9    1.92   92.17    0.87       1    2.98    7.80   26.02
   95509     180    7.22   37.10    0.77       3    2.98    7.80   26.02
   95509       6    2.62  -10.63    0.68       1    2.98    7.80   26.02
   95509      49    7.77   34.15    0.52       3    2.98    7.80   26.02
   95509       5    6.10   67.76    0.53       3    2.98    7.80   26.02
   95509      96    7.52  -54.94    0.66       2    2.98    7.80   26.02
   95509     169    6.77   36.71    0.63       3    2.98    7.80   26.02
   95509       7    5.13 -123.31    0.66       1    2.98    7.80   26.02
   83378      87    8.96    9.44    0.79       3    2.33    9.25   23.67
   95509      87    8.22   35.16    0.25       3    2.98    7.80   26.02
   95509       6   19.74 -112.40    0.94       1    2.98    7.80   26.02
   62422       5    2.45  -76.36    0.19       1    1.50    7.45   23.52
   62556     211    2.33 -170.88    0.08       1    1.75    5.90   22.22
   62556      82    1.26 -154.87    0.07       1    1.75    5.90   22.22
   62556      85   10.26  -82.91    0.26       2    1.75    5.90   22.22
   62556     387    1.94 -165.76    0.22       1    1.75    5.90   22.22
   91084     151    3.70 -163.06    0.66       2    2.93    6.75   22.15
   62556      21    2.61  -91.87    0.16       1    1.75    5.90   22.22
   62556      12    1.16  174.37    0.03       1    1.75    5.90   22.22
   20889     115   13.44  -79.42    0.81       4    3.06   10.17   23.52
    2198      13    4.75    4.42    0.71       3    2.68    6.75   22.19
   20889     197    3.24 -177.75    0.12       1    3.06   10.17   23.52
   91953     538    3.02 -173.87    0.09       1    2.88    6.58   23.07
   91953     204    3.74   64.99    0.71       3    2.88    6.58   23.07
    8863     222    9.21  -18.35    0.81       2    3.01    7.72   22.87
    8863     156    6.57   16.39    0.62       2    3.01    7.72   22.87
   91953      63    3.34 -173.14    0.09       1    2.88    6.58   23.07
    8863     110   14.51  -16.74    0.66       2    3.01    7.72   22.87
    8863     122   11.48  -17.42    0.61       2    3.01    7.72   22.87
    8863      58   15.92  -13.44    0.46       2    3.01    7.72   22.87
    8863     104   18.69  -15.94    0.53       2    3.01    7.72   22.87
    8863      31   10.80   52.16    0.37       1    3.01    7.72   22.87
   25905     125    7.23    7.58    0.52       1    2.91    7.69   23.81
   25905      49    6.09   14.28    0.21       1    2.91    7.69   23.81
   25905     248    0.91  -45.55    0.58       1    2.91    7.69   23.81
   25905       7    2.47   10.14    0.69       1    2.91    7.69   23.81
   25905     115    5.83  -43.15    0.66       3    2.91    7.69   23.81
   25905      70    5.48  -44.31    0.38       3    2.91    7.69   23.81
   25905      29    2.93 -169.62    0.08       1    2.91    7.69   23.81
   25905       7    3.65  159.73    0.36       1    2.91    7.69   23.81
   25905       8    5.33  -45.39    0.10       3    2.91    7.69   23.81
   25905       7    3.69  -29.75    0.30       1    2.91    7.69   23.81
   25905       9    6.27  -93.49    0.76       2    2.91    7.69   23.81
   25905       4    3.50   52.64    0.95       1    2.91    7.69   23.81
   98767      10    6.93 -150.55    0.67       1    2.86    7.84   26.49
   98767      10    1.69   40.55    0.91       3    2.86    7.84   26.49
   98767      11    9.40  159.09    0.55       1    2.86    7.84   26.49
   98767      10    7.78  176.95    0.38       1    2.86    7.84   26.49
     335       4    2.48  111.07    0.32       3    2.86    7.54   22.94
     335      69   47.65 -143.38    0.95       3    2.86    7.54   22.94
   98767       7    8.16 -171.76    0.33       1    2.86    7.84   26.49
   98767       6    5.53 -164.11    0.84       1    2.86    7.84   26.49
   23161     225    2.90 -172.66    0.10       1    2.79    7.42   23.07
    8916       5    4.63  -49.53    0.78       1    2.84    7.28   26.12
   47649       4    6.26 -165.10    0.62       2    2.91    7.11   25.73
   59566       5    5.01  172.68    0.92       2    2.84    7.28   25.60
   59566       7    4.29 -176.45    0.33       2    2.84    7.28   25.60
   47649       5    6.73 -124.86    0.80       2    2.91    7.11   25.73
   59566       4    6.35 -166.64    0.53       1    2.84    7.28   25.60
   95376      97    3.64 -145.59    0.54       1    2.73    7.58   23.35
   95376     124    9.88    3.77    0.63       3    2.73    7.58   23.35
   95376      99   13.52    3.72    0.46       3    2.73    7.58   23.35
   95376     209    2.91 -171.18    0.20       1    2.73    7.58   23.35
   95376      53   23.71 -162.25    0.76       3    2.73    7.58   23.35
   95376      78    2.98   -0.49    0.62       3    2.73    7.58   23.35
   92332      63   15.71 -160.47    0.89       3    2.93    7.66   22.68
   95376       7    2.78 -172.49    0.09       1    2.73    7.58   23.35
   92332      37    9.30  -19.68    0.27       2    2.93    7.66   22.68
   83378     817    2.44 -172.15    0.11       1    2.33    9.25   23.67
   98607     101    4.14 -116.50    0.48       1    2.71    7.30   24.04
   98607     549    2.88 -172.91    0.28       1    2.71    7.30   24.04
   98607      21    6.03  125.89    0.56       1    2.71    7.30   24.04
   98607       4    3.40 -144.19    0.61       1    2.71    7.30   24.04
   98607      22    2.31  154.21    0.15       1    2.71    7.30   24.04
   86737      16    3.31 -109.45    0.97       1    0.17   10.16   26.94
   86737      17    1.13 -108.41    0.99       1    0.17   10.16   26.94
   86737       5   12.41 -173.77    0.91       1    0.17   10.16   26.94
   86737       8    2.37   69.06    0.66       1    0.17   10.16   26.94
   86737      53    9.56   -5.96    0.42       3    0.17   10.16   26.94
   86737      30   21.89   -3.21    0.64       3    0.17   10.16   26.94
   86737      13    1.14   68.46    0.64       1    0.17   10.16   26.94
   86737      25   13.90 -177.66    0.56       3    0.17   10.16   26.94
   86737       4    3.04  157.25    0.30       1    0.17   10.16   26.94
   52853       4    8.17 -176.23    0.92       1    2.77    7.16   26.57
   52853       9    4.71  174.09    0.93       1    2.77    7.16   26.57
   52853       8    4.10  159.41    0.61       1    2.77    7.16   26.57
   52853      13    2.30  -93.14    0.95       1    2.77    7.16   26.57
   52853       6    6.45 -157.10    0.88       1    2.77    7.16   26.57
   52853       4    8.66  166.01    0.51       1    2.77    7.16   26.57
   45822     918    3.00 -172.91    0.12       1    2.80    7.39   23.69
   28902     138    8.83 -167.26    0.59       3    2.90    7.73   23.99
   28902     139    4.82 -149.90    0.22       1    2.90    7.73   23.99
   28902       6    3.71  -52.04    0.29       3    2.90    7.73   23.99
   45822     107   14.30 -172.89    0.25       3    2.80    7.39   23.69
   28902     150    5.92 -154.71    0.40       1    2.90    7.73   23.99
   95776      12    8.02 -176.42    0.86       1    2.88    6.59   26.27
   95776     114   17.20  -57.57    0.71       3    2.88    6.59   26.27
   95776       5    9.01  166.36    0.64       1    2.88    6.59   26.27
   95776      20    6.48   15.67    0.93       1    2.88    6.59   26.27
   95776      15    8.95   20.96    0.65       1    2.88    6.59   26.27
   95776       4   10.66 -145.41    0.58       1    2.88    6.59   26.27
   95776       7   13.36  153.08    0.96       1    2.88    6.59   26.27
   95776       5    9.76  161.64    0.46       1    2.88    6.59   26.27
   95776       6    5.10   28.79    0.88       1    2.88    6.59   26.27
   95776      46    4.42    0.97    0.96       1    2.88    6.59   26.27
   95776      10    9.96  162.69    0.74       1    2.88    6.59   26.27
   95776      24    5.15 -148.17    0.90       1    2.88    6.59   26.27
   95776      21    3.24 -179.14    0.99       1    2.88    6.59   26.27
   95776       7    4.80 -168.90    0.94       1    2.88    6.59   26.27
   95776      18    7.63  156.61    0.80       1    2.88    6.59   26.27
   95776      17    5.46 -163.91    1.00       1    2.88    6.59   26.27
   95776       4    1.87 -177.37    0.82       1    2.88    6.59   26.27
   95776       5    7.17  146.00    0.54       1    2.88    6.59   26.27
   95776       9   10.39  160.20    0.97       1    2.88    6.59   26.27
   95776      13    4.06  179.94    0.93       1    2.88    6.59   26.27
   95776       7    1.56 -105.62    0.79       1    2.88    6.59   26.27
   95776       9    5.69  -62.16    0.63       1    2.88    6.59   26.27
   95776      12    2.34 -156.75    0.94       1    2.88    6.59   26.27
   95776       8    4.97  -73.19    0.59       1    2.88    6.59   26.27
   95776      14    3.93  179.16    0.94       1    2.88    6.59   26.27
   95776       8    4.71  104.21    0.87       1    2.88    6.59   26.27
   95776       9    4.15   32.23    0.65       1    2.88    6.59   26.27
   95776      13    5.31   34.31    0.71       1    2.88    6.59   26.27
   95776       9    8.23   38.97    0.63       1    2.88    6.59   26.27
   95776       4    0.99  131.74    0.95       1    2.88    6.59   26.27
   53241      23    5.68 -116.15    0.84       2    2.66    7.78   25.81
   53241      12    6.62  -80.65    0.77       3    2.66    7.78   25.81
    4820      21   10.40  -95.68    0.99       1    2.69    8.02   26.13
    4820      16    1.84 -152.04    0.93       1    2.69    8.02   26.13
    4820       9    0.46   32.20    0.89       1    2.69    8.02   26.13
    4820      10    1.87  -12.83    0.69       1    2.69    8.02   26.13
    4820       7   10.73   99.25    0.95       3    2.69    8.02   26.13
   51378     169    5.62  -25.30    0.72       3    2.74    7.85   25.77
   51378     153    5.38  -21.00    0.63       3    2.74    7.85   25.77
   51378     120    5.42  -29.78    0.38       3    2.74    7.85   25.77
   21321     158   11.17  -79.01    0.63       3    3.06    6.76   22.33
   51378      15    3.51  -21.72    0.90       1    2.74    7.85   25.77
   51378       9    2.09 -135.42    0.99       1    2.74    7.85   25.77
   51378      10    3.42   19.37    0.95       1    2.74    7.85   25.77
   51378       6    0.44  -57.68    0.94       1    2.74    7.85   25.77
   51378       4    3.44  144.73    0.32       1    2.74    7.85   25.77
