 Reading in ../all_reals.csv
 length of input table       183603 x          40
 length of work table       367206 x          22
 Reading in ../df08_plantList.csv
 length of input table          802 x          11
 Coverting inputs to radians
 Will now do search through the input table to find linkable sources
  KBO_ID   N_OBS    RATE   ANGLE   STDEV    NCOR   RRATE  RANGLE    RMAG
   26982      16    1.10  152.63    0.62       1    2.81    7.35   24.12
    9256      81    5.29   -7.07    0.26       2    3.31    9.14   22.21
   26982      16    8.36  179.29    0.87       1    2.81    7.35   24.12
   26982       5    0.67  -16.54    0.89       1    2.81    7.35   24.12
    9256     196    3.34 -174.06    0.10       1    3.31    9.14   22.21
   26982       5    7.09  -14.02    0.74       1    2.81    7.35   24.12
    9256      66    5.53  141.10    0.16       1    3.31    9.14   22.21
   48963      33   28.67  170.91    0.15       1    2.91    7.11   22.81
   26982       7    2.93   96.46    0.59       2    2.81    7.35   24.12
   68768       5    3.64 -126.56    0.67       2    3.54  359.27   26.04
   81803      13    2.45 -112.95    0.55       3    0.13    6.82   25.92
   10425       4    7.43 -125.82    0.31       1    2.89    6.85   24.98
   81803       4    0.70    4.17    0.90       1    0.13    6.82   25.92
   10425     251    3.20 -172.68    0.40       1    2.89    6.85   24.98
   10425      18    5.58  157.95    0.67       1    2.89    6.85   24.98
   10425      28    2.84 -172.73    0.53       1    2.89    6.85   24.98
   10425       5    4.74  162.84    0.93       1    2.89    6.85   24.98
   10425      10    8.37  172.46    0.71       1    2.89    6.85   24.98
   10425      25    6.42  -68.59    0.80       1    2.89    6.85   24.98
   10425       5   13.71 -152.72    0.42       1    2.89    6.85   24.98
   10425       8    2.74 -120.30    0.72       1    2.89    6.85   24.98
   10425      18   12.28 -168.24    0.22       1    2.89    6.85   24.98
   10425       6    2.28  124.99    0.52       1    2.89    6.85   24.98
   85518    1157    2.41 -174.81    0.77       3    0.07  360.00   25.87
   85518     145    4.57  165.73    0.91       3    0.07  360.00   25.87
   85518      40    3.78  172.11    0.15       2    0.07  360.00   25.87
   69102     164    1.92   22.66    0.61       2    1.86    8.80   23.77
   85518      54   30.37 -177.27    0.78       2    0.07  360.00   25.87
   95394      40    2.12 -176.69    0.09       1    3.02   10.86   22.90
   79326     105    7.88  -30.35    1.00       3    0.72    7.21   24.40
   22922     152    2.99 -143.65    0.32       1    2.63    7.21   23.07
   79326     141    2.06   51.96    0.97       1    0.72    7.21   24.40
   22922      52    8.88  -89.32    0.51       1    2.63    7.21   23.07
   79326      74    0.62 -151.65    0.20       1    0.72    7.21   24.40
   79326       9    1.83  -87.12    0.96       1    0.72    7.21   24.40
   79326      56    1.29   17.09    0.62       1    0.72    7.21   24.40
   79326       9    5.02   54.79    0.57       1    0.72    7.21   24.40
   45646      46   18.47  130.59    0.43       2    2.95    7.30   22.62
   79326       7    2.13   15.58    0.40       1    0.72    7.21   24.40
   22922     242    2.79 -164.82    0.43       1    2.63    7.21   23.07
   79326       8    3.74 -179.34    0.66       1    0.72    7.21   24.40
   79326       8    3.56 -159.41    0.47       1    0.72    7.21   24.40
   79326       4    0.98 -117.27    0.65       1    0.72    7.21   24.40
    1265       7    9.87  131.42    0.82       2    2.82    7.96   25.66
   79326       5    4.51   51.16    0.61       1    0.72    7.21   24.40
   79326      34    5.53  153.30    0.81       2    0.72    7.21   24.40
   27366     764    3.04 -172.89    0.15       1    2.85    6.95   23.39
   27366       9    0.91 -163.39    0.76       1    2.85    6.95   23.39
   27366       9    3.18  117.22    0.48       1    2.85    6.95   23.39
   27366       7    1.38  179.63    0.21       1    2.85    6.95   23.39
   27366       8    1.73    5.66    0.51       1    2.85    6.95   23.39
   50524     124    8.98   -6.82    0.79       3    2.66    8.42   26.98
    8072      83    1.64  139.37    0.13       1    2.97    7.84   23.43
   50524       7    8.84 -165.50    0.78       3    2.66    8.42   26.98
   18940       4    5.02   92.81    0.89       1    2.83    6.69   23.65
   98107      16    2.80   -9.65    0.59       1    2.94    7.32   24.84
   98107      38    8.06   65.43    0.65       1    2.94    7.32   24.84
   98107      66    2.66 -170.22    0.59       1    2.94    7.32   24.84
   98107      66    3.06 -171.49    0.23       1    2.94    7.32   24.84
   98107      91    3.04 -171.34    0.22       1    2.94    7.32   24.84
   98107       5    7.65  174.17    0.51       1    2.94    7.32   24.84
   98107       4    4.61   15.49    0.43       1    2.94    7.32   24.84
   98107     257    3.05 -171.36    0.21       1    2.94    7.32   24.84
   98107      24    7.32  177.87    0.34       1    2.94    7.32   24.84
   98107       9    8.11 -169.67    0.56       1    2.94    7.32   24.84
   98107       6   10.32 -168.82    0.90       1    2.94    7.32   24.84
   98107      11    1.69 -159.09    0.18       1    2.94    7.32   24.84
   98107       9   10.54 -170.72    0.73       1    2.94    7.32   24.84
   98107       6   12.93 -179.22    0.43       1    2.94    7.32   24.84
   71666     564    1.66 -173.59    0.15       1    1.64    6.29   23.67
   71666      35    4.64  -66.61    0.39       2    1.64    6.29   23.67
   71666      23    1.12  172.93    0.05       1    1.64    6.29   23.67
   71666       4    8.19  -63.38    0.37       2    1.64    6.29   23.67
   31956      17    4.52  -24.22    0.81       1    2.87    7.50   26.62
   71666      15    0.86  168.55    0.60       1    1.64    6.29   23.67
   71666      35    2.50   87.52    0.12       1    1.64    6.29   23.67
   98509       6    5.71  -87.60    0.58       1    2.80    7.08   25.44
   28011       5    4.89  125.57    0.83       2    3.02    7.12   25.54
   23153      50    3.21 -141.95    0.76       1    3.01    7.72   24.71
   27637       6    2.03   65.86    0.53       3    2.80    7.08   26.97
   28011       6    0.33  -64.35    0.71       1    3.02    7.12   25.54
   23153     127    1.00  143.17    0.90       1    3.01    7.72   24.71
   23153      35    0.60 -114.55    0.42       1    3.01    7.72   24.71
   23153      25    1.04  146.66    0.73       1    3.01    7.72   24.71
   23153      10    2.39  172.04    0.90       1    3.01    7.72   24.71
   23153       6    1.70  145.00    0.71       1    3.01    7.72   24.71
   23153      19   10.48  -77.09    0.49       2    3.01    7.72   24.71
   23153       6    4.60  110.36    0.78       1    3.01    7.72   24.71
   23153      10    3.31 -175.83    0.65       1    3.01    7.72   24.71
   23153       7    1.53  176.96    0.74       1    3.01    7.72   24.71
   23153       6    5.71  163.01    0.57       1    3.01    7.72   24.71
   70645      33    3.91 -165.46    0.49       1    3.04    9.37   25.28
   70645      16    6.67 -114.14    0.78       1    3.04    9.37   25.28
   70645      10    2.81 -127.00    0.81       1    3.04    9.37   25.28
   70645      24    3.97   27.57    0.80       1    3.04    9.37   25.28
   70645       6    4.29   23.71    0.59       1    3.04    9.37   25.28
   70645       9    2.23 -148.62    0.54       1    3.04    9.37   25.28
   70645       4    2.91  100.30    0.56       1    3.04    9.37   25.28
   70645       4    3.91 -150.82    0.93       1    3.04    9.37   25.28
   39584     140    5.68  -48.08    0.39       2    2.61    6.92   25.39
   58446     264    2.95 -175.32    0.08       1    2.93    7.36   23.16
   39584     128   10.44  -42.87    0.62       2    2.61    6.92   25.39
   58446     126   15.29    8.80    0.64       2    2.93    7.36   23.16
   58446     127   14.29    8.69    0.65       2    2.93    7.36   23.16
   70645       5   20.58   83.67    0.88       3    3.04    9.37   25.28
   39584      55   17.52  -10.22    0.47       2    2.61    6.92   25.39
   15719     601    2.86 -172.55    0.14       1    2.72    7.93   23.36
   15719      88    8.36  -82.99    0.99       3    2.72    7.93   23.36
   15719      19    3.47 -108.32    0.59       1    2.72    7.93   23.36
   15719       6    4.11  -98.36    0.44       1    2.72    7.93   23.36
   13442       4    3.37   87.02    0.93       1    3.01    7.72   24.64
   13442      95    3.00  -62.79    0.91       3    3.01    7.72   24.64
    5540     108    6.58 -128.98    0.76       1    2.80    7.08   23.66
    5540      66    2.09 -163.97    0.12       1    2.80    7.08   23.66
   13442      21    2.43  -59.01    0.55       3    3.01    7.72   24.64
    5540      12    8.53  -41.52    0.28       3    2.80    7.08   23.66
    5540      54    2.44 -172.32    0.07       1    2.80    7.08   23.66
   13442      56   11.91  167.58    0.34       3    3.01    7.72   24.64
   36241      14    5.78  -44.45    0.98       2    3.00    7.19   26.35
   36241      19    3.29   14.21    0.97       1    3.00    7.19   26.35
   36241      15    3.99  -38.91    0.93       2    3.00    7.19   26.35
   36241      25    2.16    0.42    0.79       4    3.00    7.19   26.35
   36241       9    3.06 -113.86    0.39       2    3.00    7.19   26.35
   36241      13    1.33    5.30    0.76       3    3.00    7.19   26.35
   65878      66   11.63  -25.01    0.96       3    1.30    3.97   24.18
   65878      20   16.79   27.20    0.90       2    1.30    3.97   24.18
   65878     104    1.29   -8.62    0.31       1    1.30    3.97   24.18
   65878      34    8.47   -5.55    0.95       3    1.30    3.97   24.18
    6104      12    8.30    2.36    0.85       4    2.61    6.60   22.86
   19257       6    9.02   55.30    0.46       3    2.86    7.54   24.60
   65878      13    6.17    4.48    0.91       2    1.30    3.97   24.18
   65878      31    9.14  121.07    0.19       2    1.30    3.97   24.18
   65878       4   10.09   87.73    0.38       3    1.30    3.97   24.18
   65878       4    8.06   98.13    0.80       3    1.30    3.97   24.18
   68633      11    7.98   64.92    0.63       2    3.18  359.19   26.55
    6104      12    7.43   38.75    0.97       3    2.61    6.60   22.86
   68633       5   45.03  141.22    0.86       2    3.18  359.19   26.55
   19257      12    9.46  153.25    0.45       1    2.86    7.54   24.60
   58685      23    5.47  166.66    0.06       1    2.82    6.71   23.42
   51477       4    4.32  -88.32    0.52       1    2.88    7.47   26.55
   68772      87   12.19   25.62    0.73       2    1.62    8.51   22.33
   51477       4    5.67 -111.86    1.00       3    2.88    7.47   26.55
   57256       6    3.16 -174.07    0.57       1    2.32    7.43   25.19
   57256       5   11.04   69.83    1.00       2    2.32    7.43   25.19
   71090       5    6.38  -79.13    0.66       1    1.33    6.46   25.46
   71090      10    3.97  -63.68    0.46       1    1.33    6.46   25.46
   71090       4    6.44   72.12    0.42       3    1.33    6.46   25.46
   10425       4    3.35  172.87    0.95       1    2.89    6.85   24.98
   87667     136    2.62   19.26    0.42       1    0.46    7.43   23.98
   10425      47   18.90  -45.88    0.45       2    2.89    6.85   24.98
   95394     562    3.38 -170.57    0.11       1    3.02   10.86   22.90
   95394     189    4.65   74.55    0.87       2    3.02   10.86   22.90
   95394      81    4.29   73.86    0.38       3    3.02   10.86   22.90
   87667     269    2.82 -153.97    0.65       2    0.46    7.43   23.98
   34663      96    2.93 -178.31    0.11       1    2.88    7.18   24.14
   87667     197    0.57 -154.65    0.65       2    0.46    7.43   23.98
   95394      15    5.42   46.51    0.19       2    3.02   10.86   22.90
   34663      49    6.44 -114.75    0.49       2    2.88    7.18   24.14
   34663      32   11.60 -109.23    0.13       2    2.88    7.18   24.14
   13245      37    4.35 -102.92    0.40       3    2.88    7.77   22.69
   22922     711    2.78 -172.66    0.12       1    2.63    7.21   23.07
   22922       6   10.97  -55.69    0.89       2    2.63    7.21   23.07
   95661      13   13.73   61.05    0.65       2    2.46    9.13   23.07
   22922      25    9.88  -73.65    0.34       2    2.63    7.21   23.07
   38830      76    2.68 -174.24    0.10       1    2.84    7.59   23.88
   38830     135    3.10 -172.47    0.08       1    2.84    7.59   23.88
   38830      25    4.95  -44.76    0.38       2    2.84    7.59   23.88
   88392      46    7.36  -70.08    0.90       4    2.86    7.85   24.56
   88392      17   10.96  -81.94    0.66       2    2.86    7.85   24.56
   38830       6    5.22  -40.63    0.17       3    2.84    7.59   23.88
   88944      14    3.28 -170.24    0.76       1    2.92    6.79   25.65
   88944       7    1.84 -161.77    0.56       1    2.92    6.79   25.65
   88944      16    3.36 -170.73    0.91       1    2.92    6.79   25.65
   88944      20    1.76 -178.87    0.68       1    2.92    6.79   25.65
   88944      12    3.54  170.30    1.00       1    2.92    6.79   25.65
   88944      11    1.56 -105.34    0.89       1    2.92    6.79   25.65
   88944       6    8.83 -100.51    0.57       1    2.92    6.79   25.65
   88944       6    3.90  168.76    0.98       1    2.92    6.79   25.65
   88944       5    2.99 -136.57    0.81       1    2.92    6.79   25.65
   88944       6    2.92  163.43    0.95       1    2.92    6.79   25.65
    8072     131    3.44 -170.99    0.12       1    2.97    7.84   23.43
   10083       7    4.99 -136.00    0.99       1    2.67    8.06   25.79
   50524     203    4.89 -173.49    0.95       3    2.66    8.42   26.98
   10083       4    6.50 -152.57    0.71       1    2.67    8.06   25.79
   10083       4    4.03 -141.15    0.54       1    2.67    8.06   25.79
   10083       5    3.72 -152.29    0.65       1    2.67    8.06   25.79
   10083       5    2.82  154.38    0.49       1    2.67    8.06   25.79
   10083       6    7.52 -152.70    0.95       3    2.67    8.06   25.79
   10083       4   10.58 -103.31    0.83       1    2.67    8.06   25.79
   98107      13   11.19  164.98    0.66       1    2.94    7.32   24.84
   98107       5    2.52   -7.06    0.85       3    2.94    7.32   24.84
   31956      13    2.20   37.60    0.74       1    2.87    7.50   26.62
   31956      11    3.24   65.84    0.75       1    2.87    7.50   26.62
   31956       6    1.97 -133.75    0.77       1    2.87    7.50   26.62
   31956       6    1.05  173.62    0.47       1    2.87    7.50   26.62
   31956       5    8.13   54.03    0.52       2    2.87    7.50   26.62
   65548      40    2.12  173.12    0.08       1    2.97    0.58   23.03
   26979       6    5.44  139.92    0.79       1    2.43    7.43   26.06
   26979       4    2.90 -143.69    1.00       1    2.43    7.43   26.06
   26979       4    2.46 -134.10    0.45       3    2.43    7.43   26.06
   23153       5   10.70 -134.70    0.67       1    3.01    7.72   24.71
   30014       6    1.27   24.67    0.87       1    2.82    7.65   25.55
   30014       8    5.93  163.36    1.00       1    2.82    7.65   25.55
   30014       4   11.45 -172.03    0.60       1    2.82    7.65   25.55
   58446     628    3.01 -172.49    0.08       1    2.93    7.36   23.16
   58446     332    6.54    8.86    0.89       4    2.93    7.36   23.16
   58446     124    2.99 -172.13    0.09       1    2.93    7.36   23.16
   97818       5   10.62  -73.04    0.71       1    3.17   10.91   26.63
   97693    1550    3.04 -172.63    0.09       1    2.83    7.01   22.64
   97818      26    0.52  178.51    0.49       1    3.17   10.91   26.63
    5540     132    6.25   -8.67    0.90       2    2.80    7.08   23.66
    5540      87   10.03   -5.33    0.58       2    2.80    7.08   23.66
   37189      82    1.53 -164.51    0.13       1    2.94    7.62   24.65
   37189      57   12.38  -74.49    0.81       1    2.94    7.62   24.65
    5540     209    3.34  -11.85    0.99       1    2.80    7.08   23.66
    5540     132    4.67   -8.29    0.88       2    2.80    7.08   23.66
   37189      22    1.75  -31.63    0.13       1    2.94    7.62   24.65
    5540      82    5.26   -7.65    0.25       2    2.80    7.08   23.66
   37189      30    0.22 -177.01    0.15       1    2.94    7.62   24.65
   36241      39    0.91 -102.05    0.85       2    3.00    7.19   26.35
   19257      64    3.08 -170.27    0.70       1    2.86    7.54   24.60
   96900      24    2.52 -113.83    0.73       2    2.69    9.32   25.57
   19257     152    2.78 -178.30    0.55       1    2.86    7.54   24.60
   19257      70    6.37 -171.01    0.41       1    2.86    7.54   24.60
   19257       9    6.62  147.16    0.83       1    2.86    7.54   24.60
   88240      51   17.94  -15.99    0.45       2    2.85    7.24   22.18
   19257       4   11.62   71.62    0.70       1    2.86    7.54   24.60
   19257      41    2.50  172.45    0.94       1    2.86    7.54   24.60
   19257      15    3.17  150.83    0.92       1    2.86    7.54   24.60
   19257      29   20.73 -174.85    0.95       1    2.86    7.54   24.60
   65878      53   36.20 -172.46    0.84       4    1.30    3.97   24.18
   19257       9    4.45  108.25    0.95       1    2.86    7.54   24.60
   19257       5   15.57 -167.45    0.56       1    2.86    7.54   24.60
   19257       9    3.76   98.12    0.73       1    2.86    7.54   24.60
   19257      15    5.42  136.74    0.92       3    2.86    7.54   24.60
   96900      28   24.10  166.55    0.92       3    2.69    9.32   25.57
   19257      10    0.32 -128.21    0.83       1    2.86    7.54   24.60
   70046      32    1.27  -39.85    0.96       1    1.31    7.90   25.73
   70046      10    2.59  -40.86    0.99       1    1.31    7.90   25.73
   70046      65   10.52  -49.00    0.58       3    1.31    7.90   25.73
   70046      19    0.96   32.92    0.85       1    1.31    7.90   25.73
   25616      95    2.08 -177.73    0.08       1    2.57    7.37   24.29
   70046       8    4.15  119.03    0.88       1    1.31    7.90   25.73
   70046       6    9.05  -52.47    0.89       2    1.31    7.90   25.73
   70046      13    0.99  136.68    0.63       1    1.31    7.90   25.73
   70046       7    5.76  128.07    0.46       1    1.31    7.90   25.73
   70046       7    2.28  -61.95    0.96       1    1.31    7.90   25.73
   70046       4    6.91   13.20    0.61       1    1.31    7.90   25.73
   70046      10    2.71  140.19    0.84       1    1.31    7.90   25.73
   25616      79    3.60 -171.43    0.11       1    2.57    7.37   24.29
   56974    1466    2.88 -174.76    0.25       3    2.73    7.27   26.64
   56974      49    5.57 -142.47    0.35       3    2.73    7.27   26.64
   56974       8    9.21 -118.13    0.47       3    2.73    7.27   26.64
   56974      14    2.56  174.98    0.43       3    2.73    7.27   26.64
   56974       5    5.02  135.42    0.45       2    2.73    7.27   26.64
   38002      11   27.43 -155.39    0.57       1    2.76    7.50   22.52
   56974      67    1.48  -61.04    0.40       3    2.73    7.27   26.64
   68772     124   10.83   22.28    0.86       2    1.62    8.51   22.33
   68772      34    8.61   31.86    0.77       3    1.62    8.51   22.33
     608      11    2.56  -29.21    0.94       1    2.63    7.54   26.35
     608      11    5.08   57.60    0.77       1    2.63    7.54   26.35
     608       5    8.72   48.00    0.89       1    2.63    7.54   26.35
   66880     130    9.12  174.78    0.41       2    2.63   12.20   22.34
   66880     118    2.95 -177.03    0.17       1    2.63   12.20   22.34
     608     191    8.97 -161.01    0.43       2    2.63    7.54   26.35
   66880     122    2.82 -172.85    0.09       1    2.63   12.20   22.34
     608      72   10.99 -161.30    0.42       2    2.63    7.54   26.35
   66880      48    4.11 -156.75    0.07       1    2.63   12.20   22.34
   71090       4   11.38   67.77    0.99       3    1.33    6.46   25.46
   87667     108    9.15  -64.86    0.90       2    0.46    7.43   23.98
   87667     430    0.33 -159.73    0.29       1    0.46    7.43   23.98
   87667     172    7.19  -29.59    0.92       4    0.46    7.43   23.98
   33254     149    5.42  -49.83    0.46       1    2.91    6.52   22.75
   87667       9    2.19 -171.75    0.88       1    0.46    7.43   23.98
   87667       7    1.12  165.95    0.78       1    0.46    7.43   23.98
   87667       6    3.14  164.46    0.74       1    0.46    7.43   23.98
   33254      87   21.04 -143.85    0.54       3    2.91    6.52   22.75
   87667      20   11.29  -43.40    0.76       4    0.46    7.43   23.98
   87667       5    9.99  -84.74    0.84       1    0.46    7.43   23.98
   87667       5    1.81 -136.18    0.80       1    0.46    7.43   23.98
   87667       7    1.50 -152.69    0.57       1    0.46    7.43   23.98
   33254     256    5.52  175.87    0.23       1    2.91    6.52   22.75
   33254     171    6.47  171.75    0.24       3    2.91    6.52   22.75
   10425       4   13.94  -52.67    0.78       2    2.89    6.85   24.98
   33254     128    2.44 -174.19    0.08       1    2.91    6.52   22.75
   42293      11    1.90  108.38    0.29       1    2.66    7.14   26.26
   78205     434    1.68 -174.14    0.19       1    1.51    6.25   24.73
   78205     129    5.61  -98.37    0.82       2    1.51    6.25   24.73
   78205     147    6.47 -108.36    0.63       2    1.51    6.25   24.73
   78205     170    1.55 -173.64    0.36       1    1.51    6.25   24.73
   78205      21    2.76  -61.07    0.86       2    1.51    6.25   24.73
   78205      22    1.23 -178.57    0.96       1    1.51    6.25   24.73
   78205       5    2.13 -157.73    0.92       1    1.51    6.25   24.73
   78205       5    1.81   -6.44    0.59       1    1.51    6.25   24.73
   78205      10    1.67   61.14    0.72       1    1.51    6.25   24.73
   78205       5    3.32 -174.35    0.44       1    1.51    6.25   24.73
   46837       5    5.49 -101.75    0.41       1    2.81    6.45   25.89
   78205       4    2.78  -96.71    0.92       1    1.51    6.25   24.73
   78205      30    3.67  -62.86    0.42       3    1.51    6.25   24.73
   78205       4    0.78 -165.58    0.85       1    1.51    6.25   24.73
   78205      10    2.43  128.33    0.52       1    1.51    6.25   24.73
   20721      14    5.90  107.35    0.80       3    2.56    6.74   25.19
   48938      14    3.70  -60.62    0.45       1    2.56    7.74   26.72
   88392     139    3.06 -172.41    0.20       1    2.86    7.85   24.56
   88392      14    6.08  -39.70    0.54       3    2.86    7.85   24.56
   88392       7    7.09  -32.46    0.68       3    2.86    7.85   24.56
   88392       4   12.89  -27.31    0.98       3    2.86    7.85   24.56
   88392       7    3.25    0.84    0.83       1    2.86    7.85   24.56
    7189      10    4.52 -142.59    0.64       1    2.83    7.32   26.53
    7189     128   11.07  108.18    0.48       2    2.83    7.32   26.53
    7189       4   13.21  127.26    0.56       1    2.83    7.32   26.53
    7189       5    9.01 -124.20    0.60       1    2.83    7.32   26.53
    7189      46   13.51  101.03    0.15       2    2.83    7.32   26.53
   48938       4    6.21 -144.77    0.50       3    2.56    7.74   26.72
   14547     256    2.69 -175.67    0.09       1    2.96    9.64   22.37
   14547    1406    3.23 -171.29    0.08       1    2.96    9.64   22.37
   88944       5    6.56 -130.19    0.64       2    2.92    6.79   25.65
   88944       8    7.06  172.65    0.92       1    2.92    6.79   25.65
   88944       6    7.12 -169.34    0.75       1    2.92    6.79   25.65
   14547      14    3.89   91.44    0.81       2    2.96    9.64   22.37
   88944      10    2.46  -86.25    0.80       1    2.92    6.79   25.65
   88944       4    3.58   90.60    0.88       1    2.92    6.79   25.65
   88944       6    7.04  165.12    0.60       1    2.92    6.79   25.65
   88944      11    4.55 -173.68    0.92       1    2.92    6.79   25.65
   88944       5    6.45  -81.01    0.35       3    2.92    6.79   25.65
   88944       8    1.41   -5.85    0.55       1    2.92    6.79   25.65
   88944      10   11.59  165.62    0.67       1    2.92    6.79   25.65
   88944      10    4.92 -166.85    0.81       1    2.92    6.79   25.65
   88944      10    6.54 -174.26    0.90       1    2.92    6.79   25.65
   88944       6    8.38  165.92    0.63       1    2.92    6.79   25.65
    8072    1181    3.13 -172.50    0.12       1    2.97    7.84   23.43
    8072      32    3.58  152.82    0.63       1    2.97    7.84   23.43
    8072      22   13.39 -175.04    0.46       2    2.97    7.84   23.43
    8072       4    3.25  129.08    0.19       1    2.97    7.84   23.43
   69341       4    6.57  164.54    0.71       1    2.08    7.87   26.73
   98107       7    3.83   61.50    0.25       3    2.94    7.32   24.84
   63424     185    2.33 -163.10    0.09       1    2.05    8.43   23.27
   56314       4    2.42  -71.14    0.95       1    2.88    6.87   26.36
   56314     103    6.76  -93.94    0.26       2    2.88    6.87   26.36
   56314       4    2.25  160.17    0.38       1    2.88    6.87   26.36
   98509       9    4.75 -176.75    0.66       1    2.80    7.08   25.44
   98509      29    3.09 -137.43    0.78       1    2.80    7.08   25.44
   98509       8    5.44  -95.70    0.38       1    2.80    7.08   25.44
   98509       4   10.64  140.43    0.95       1    2.80    7.08   25.44
   31956       4    4.81   40.42    0.75       2    2.87    7.50   26.62
   98509       6    9.14  149.87    0.80       3    2.80    7.08   25.44
   98509       7    0.65   96.73    0.52       1    2.80    7.08   25.44
   65548     153    5.78  -51.77    0.41       3    2.97    0.58   23.03
   64430       4    6.34  -28.28    0.83       1    2.67    6.45   25.47
   64430      25    2.81  -71.75    0.92       1    2.67    6.45   25.47
   64430       5    0.41  -12.84    0.98       1    2.67    6.45   25.47
   30014       6   12.13   45.23    0.69       3    2.82    7.65   25.55
   30014       7   10.29   22.88    0.88       3    2.82    7.65   25.55
   78735      54    4.18  -63.91    0.61       3    0.23    7.65   22.85
   64980      14    3.30   34.22    0.92       1    2.47    8.39   25.28
   78735      33    2.28  -36.33    0.76       3    0.23    7.65   22.85
   78735      48    3.22   -8.83    0.49       3    0.23    7.65   22.85
   78735     139    1.47   -5.89    0.49       1    0.23    7.65   22.85
   78735      58    5.49   -5.55    0.42       1    0.23    7.65   22.85
   78735      45    6.54  -13.06    0.41       2    0.23    7.65   22.85
   78735      24    4.57   -3.64    0.42       3    0.23    7.65   22.85
   64980       7    3.02  -43.87    0.96       1    2.47    8.39   25.28
   78735      17    2.74   11.75    0.30       2    0.23    7.65   22.85
   78735      18    4.81    2.47    0.49       2    0.23    7.65   22.85
   78735      14    0.93  179.65    0.07       1    0.23    7.65   22.85
   78735       8    1.23  165.79    0.07       1    0.23    7.65   22.85
   78735      16    0.93  172.20    0.04       1    0.23    7.65   22.85
   58446      64    8.56  -59.00    0.31       2    2.93    7.36   23.16
   97818       7    2.03 -162.06    0.61       1    3.17   10.91   26.63
   97818      73   15.62  -45.20    0.40       3    3.17   10.91   26.63
   97818       6    4.98 -151.32    0.81       1    3.17   10.91   26.63
   82109     353    0.43 -171.38    0.39       3    0.45    7.65   22.99
   82109     171    3.30 -172.83    0.89       3    0.45    7.65   22.99
   97818      13    0.53  170.80    0.76       1    3.17   10.91   26.63
   97818       8    2.97  -57.54    0.74       1    3.17   10.91   26.63
   97818       7    0.44 -120.54    0.79       1    3.17   10.91   26.63
   97818      11    2.49 -116.78    0.94       1    3.17   10.91   26.63
   97693       5    2.56 -140.56    0.94       2    2.83    7.01   22.64
   97693      77    3.50 -172.86    0.15       1    2.83    7.01   22.64
   82109      96    7.26   89.15    0.59       1    0.45    7.65   22.99
   97818       5    5.57 -105.60    0.49       3    3.17   10.91   26.63
   97818       4    5.17  -90.43    0.90       1    3.17   10.91   26.63
   97818       8    5.74   16.67    0.39       1    3.17   10.91   26.63
   82109     157    0.17 -141.05    0.14       1    0.45    7.65   22.99
   82109      51    9.18  107.44    0.45       1    0.45    7.65   22.99
   82109     144    1.62   88.45    0.59       1    0.45    7.65   22.99
   37189     222    1.97 -158.77    0.59       1    2.94    7.62   24.65
   37189       6   10.44   -1.17    0.38       2    2.94    7.62   24.65
   37189      33    6.87  -23.35    0.96       3    2.94    7.62   24.65
    4791       7    3.50  173.43    0.15       1    2.90    7.14   24.25
   37189      17    5.61   21.69    0.94       1    2.94    7.62   24.65
   37189      16    6.02  -43.90    0.30       1    2.94    7.62   24.65
    4791      10    5.30 -176.89    0.32       1    2.90    7.14   24.25
    4791      25    1.61   24.50    0.43       1    2.90    7.14   24.25
   37189       8    5.47   45.89    0.91       2    2.94    7.62   24.65
   37189       8    5.79   38.58    0.37       2    2.94    7.62   24.65
    4791      11    3.57  109.89    0.47       1    2.90    7.14   24.25
   37189       6    5.69   57.44    0.64       2    2.94    7.62   24.65
   37189      12    6.41  -86.89    0.14       1    2.94    7.62   24.65
   37189       9    5.14 -170.69    0.13       1    2.94    7.62   24.65
    4791      12    6.48  -28.84    0.56       1    2.90    7.14   24.25
   37189      17    1.84  -43.29    0.71       1    2.94    7.62   24.65
   37189       9    1.46 -162.12    0.95       1    2.94    7.62   24.65
    5540      52    7.49   -4.73    0.98       2    2.80    7.08   23.66
   37189      11    3.42  -23.70    0.59       1    2.94    7.62   24.65
    5540       7    8.51   -6.45    0.42       3    2.80    7.08   23.66
   28841      37    5.27  -53.68    0.74       3    2.66    7.13   24.13
   28841      38    2.35 -177.66    0.09       1    2.66    7.13   24.13
   53910      19    5.54  -83.33    0.16       3    2.88    7.17   26.23
   96900      23   21.66 -161.04    0.46       3    2.69    9.32   25.57
   19257      23   15.77 -175.06    0.85       1    2.86    7.54   24.60
   88240      36   28.89  155.92    0.45       3    2.85    7.24   22.18
   25616     493    2.77 -172.33    0.14       1    2.57    7.37   24.29
   25616      19    3.53 -160.69    0.29       1    2.57    7.37   24.29
   79755      45   13.18   25.22    1.00       1    2.86    9.67   24.95
   25616      22    2.60  136.81    0.27       1    2.57    7.37   24.29
   68772    1326    1.78 -172.01    0.17       1    1.62    8.51   22.33
   68772      58    3.46  153.03    0.49       1    1.62    8.51   22.33
   68772      77    3.64  145.46    0.25       1    1.62    8.51   22.33
   65765      47    0.82  -46.76    0.19       1    2.33    6.65   24.17
   68772      17    2.11  158.23    0.10       1    1.62    8.51   22.33
   65765       7    8.63   -6.24    0.38       1    2.33    6.65   24.17
   65765      82   11.81    8.72    0.75       1    2.33    6.65   24.17
   65765     111    8.68 -173.62    0.34       1    2.33    6.65   24.17
