ra0,dec0,ra1,dec1,time0,time1,expnum0,expnum1,p0,p1,pred_mag,actual_mag,kbo_id0,kbo_id1,real_ra0,real_dec0,real_ra1,real_dec1,pred_pos_x0,pred_pos_y0,pred_pos_x1,pred_pos_y1,pred_pos_x0_sub,pred_pos_y0_sub,pred_pos_x1_sub,pred_pos_y1_sub,real_pos_x0,real_pos_y0,real_pos_x1,real_pos_y1,real_pos_x0_sub,real_pos_y0_sub,real_pos_x1_sub,real_pos_y1_sub,cut_center_x0,cut_center_y0,cut_center_x1,cut_center_y1,original_num,original_num_among_positively_predicted
289.22764077887626,-21.483450204976705,289.22755290670983,-21.48346438442855,58665.458398350005,58665.4669749,27,30,0.9990234375,0.96435546875,22.65625,23.19,35674.0,35674.0,289.2276680148035,-21.483421305207674,289.2275006274083,-21.483441966093714,25.68420249224232,428.06993520248307,23.769720845973893,428.52649006077877,14.1484375,32.34375,12.4765625,32.625,25.71576499224232,427.23618520248306,22.103158345973892,427.97149006077876,14.18,31.50999999999999,10.809999999999999,32.06999999999999,43.53576499224232,427.72618520248307,43.29315834597389,427.90149006077877,6488,1140
289.2276441307843,-21.48346128016559,289.22746586047674,-21.483486545970315,58665.458398350005,58665.4698372,27,31,1.0,0.9970703125,22.921875,23.19,35674.0,35674.0,289.2276680148035,-21.483421305207674,289.2274449179027,-21.483448631471692,25.74670249224232,428.28868520248307,21.937436407004043,428.8016929013361,14.2109375,32.5625,10.90625,33.0625,25.71576499224232,427.23618520248306,20.581186407004044,427.7891929013361,14.18,31.50999999999999,9.55,32.05000000000001,43.53576499224232,427.72618520248307,43.03118640700404,427.7391929013361,6489,1141
289.22766373192525,-21.483465747444377,289.22749425453054,-21.483486558491098,58665.458398350005,58665.4726965,27,32,0.9990234375,0.986328125,22.78125,23.19,35674.0,35674.0,289.2276680148035,-21.483421305207674,289.227389132585,-21.483455578914402,26.10607749224232,428.38243520248307,22.398391247628638,428.95058223035153,14.5703125,32.65625,11.3984375,33.0625,25.71576499224232,427.23618520248306,20.469953747628637,428.19808223035153,14.18,31.50999999999999,9.469999999999999,32.31,43.53576499224232,427.72618520248307,42.99995374762864,427.88808223035153,6490,1142
289.22766137410434,-21.48342922448132,289.22735146053026,-21.483473187280552,58665.458398350005,58665.4755726,27,33,1.0,1.0,22.765625,23.19,35674.0,35674.0,289.2276680148035,-21.483421305207674,289.2273328652139,-21.483462152733274,26.05920249224232,427.66368520248307,19.861684538177997,428.7425062817217,14.5234375,31.9375,8.78125,32.75,25.71576499224232,427.23618520248306,18.600434538177996,428.5125062817217,14.18,31.50999999999999,7.52,32.51999999999998,43.53576499224232,427.72618520248307,43.080434538178,427.9925062817217,6491,1143
289.2276762025513,-21.483448070885547,289.227289366705,-21.4835001709578,58665.458398350005,58665.478430949996,27,34,0.994140625,0.026397705078125,23.75,23.19,35674.0,35674.0,289.2276680148035,-21.483421305207674,289.22727726284876,-21.483469468205584,26.33263999224232,428.03868520248307,18.43483893079633,429.4172228398984,14.796875,32.3125,7.66796875,33.25,25.71576499224232,427.23618520248306,17.976870180796332,427.9772228398984,14.18,31.50999999999999,7.210000000000001,31.810000000000002,43.53576499224232,427.72618520248307,42.76687018079633,428.1672228398984,6492,1144
289.22766846944035,-21.48345772695452,289.2271443565722,-21.483534131927545,58665.458398350005,58665.481291050004,27,35,1.0,0.9990234375,23.328125,23.19,35674.0,35674.0,289.2276680148035,-21.483421305207674,289.22722150076726,-21.483475982234356,26.19201499224232,428.22618520248307,15.553237121512893,430.1099617098755,14.65625,32.5,4.98828125,33.75,25.71576499224232,427.23618520248306,16.524955871512894,428.3499617098755,14.18,31.50999999999999,5.960000000000001,31.99000000000001,43.53576499224232,427.72618520248307,42.56495587151289,428.3599617098755,6493,1145
289.22766270693705,-21.48341966682147,289.2271435190388,-21.4834935815324,58665.458398350005,58665.484152799996,27,36,1.0,0.9931640625,23.1875,23.19,35674.0,35674.0,289.2276680148035,-21.483421305207674,289.2271656834576,-21.48348299130903,26.08263999224232,427.47618520248307,15.645148866041609,429.2315133111613,14.546875,31.75,4.94140625,33.0,25.71576499224232,427.23618520248306,15.75374261604161,428.26151331116125,14.18,31.50999999999999,5.050000000000001,32.02999999999997,43.53576499224232,427.72618520248307,42.70374261604161,428.2315133111613,6494,1146
289.22765553686503,-21.483404676546467,289.2271115369384,-21.48347778958371,58665.458398350005,58665.48701015,27,37,1.0,0.9990234375,23.109375,23.19,35674.0,35674.0,289.2276680148035,-21.483421305207674,289.22710994149446,-21.483489813381624,25.94982749224232,427.17931020248307,15.027960578000148,429.06410628815956,14.4140625,31.453125,4.390625,32.78125,25.71576499224232,427.23618520248306,14.637335578000148,428.5828562881596,14.18,31.50999999999999,4.0,32.30000000000001,43.53576499224232,427.72618520248307,42.63733557800015,428.28285628815956,6495,1147
289.22767601774194,-21.483404361678325,289.2270909892595,-21.483488629336886,58665.458398350005,58665.48986865,27,38,1.0,0.95947265625,23.046875,23.19,35674.0,35674.0,289.2276680148035,-21.483421305207674,289.2270539585442,-21.48349655094543,26.32482749224232,427.17931020248307,14.417385343362412,429.2653712446979,14.7890625,31.453125,3.943359375,32.90625,25.71576499224232,427.23618520248306,13.214025968362412,428.76912124469794,14.18,31.50999999999999,2.74,32.410000000000025,43.53576499224232,427.72618520248307,42.47402596836241,428.3591212446979,6496,1148
289.22766101779007,-21.483416513734337,289.22703515946,-21.48350805758407,58665.458398350005,58665.49274965,27,39,1.0,0.95703125,23.09375,23.19,35674.0,35674.0,289.2276680148035,-21.483421305207674,289.22699814323227,-21.483503805098998,26.05138999224232,427.41368520248307,13.378371796108468,429.65475010559567,14.515625,31.6875,2.94140625,33.1875,25.71576499224232,427.23618520248306,12.136965546108467,429.02725010559567,14.18,31.50999999999999,1.6999999999999993,32.56,43.53576499224232,427.72618520248307,42.43696554610847,428.46725010559567,6497,1149
